admission_code,uni_code,uni_name,major_code,major_name,study_program,admission_type,admission_type_name,subject_combination,tuition_fee,province,uni_type,uni_web_link,score,major_group
GTS748020101AĐGNL,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,ĐGNL,Sử dụng điểm thi Đánh giá Năng lực/Đánh giá Tư duy do các đơn vị tổ chức,VNUHCM,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS758030101AĐGNL,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7580301,Kinh tế xây dựng,Đại trà,ĐGNL,Sử dụng điểm thi Đánh giá Năng lực/Đánh giá Tư duy do các đơn vị tổ chức,VNUHCM,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010101AĐGNL,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840101,Khai thác vận tải,Đại trà,ĐGNL,Sử dụng điểm thi Đánh giá Năng lực/Đánh giá Tư duy do các đơn vị tổ chức,VNUHCM,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010401AĐGNL,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840104,Kinh tế vận tải,Đại trà,ĐGNL,Sử dụng điểm thi Đánh giá Năng lực/Đánh giá Tư duy do các đơn vị tổ chức,VNUHCM,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS748020101ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A00,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS748020101ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A01,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS748020101ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D01,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS748020101ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D07,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS758030101ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7580301,Kinh tế xây dựng,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A00,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS758030101ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7580301,Kinh tế xây dựng,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A01,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS758030101ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7580301,Kinh tế xây dựng,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D01,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS758030101ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7580301,Kinh tế xây dựng,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D07,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010101ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840101,Khai thác vận tải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A00,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010101ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840101,Khai thác vận tải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A01,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010101ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840101,Khai thác vận tải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D01,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010101ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840101,Khai thác vận tải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D07,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010401ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840104,Kinh tế vận tải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A00,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010401ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840104,Kinh tế vận tải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A01,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010401ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840104,Kinh tế vận tải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D01,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010401ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840104,Kinh tế vận tải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D07,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS748020101EĐGNL,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,ĐGNL,Sử dụng điểm thi Đánh giá Năng lực/Đánh giá Tư duy do các đơn vị tổ chức,VNUHCM,43310000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS748020101ETHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A00,43310000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS748020101ETHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A01,43310000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS748020101ETHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D01,43310000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS748020101ETHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D07,43310000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010402AĐGNL,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840104,Kinh tế vận tải,Đại trà,ĐGNL,Sử dụng điểm thi Đánh giá Năng lực/Đánh giá Tư duy do các đơn vị tổ chức,VNUHCM,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010402ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840104,Kinh tế vận tải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A00,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010402ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840104,Kinh tế vận tải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A01,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010402ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840104,Kinh tế vận tải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D01,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010402ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840104,Kinh tế vận tải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D07,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS758030103AĐGNL,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7580301,Kinh tế xây dựng,Đại trà,ĐGNL,Sử dụng điểm thi Đánh giá Năng lực/Đánh giá Tư duy do các đơn vị tổ chức,VNUHCM,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS758030103ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7580301,Kinh tế xây dựng,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A00,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS758030103ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7580301,Kinh tế xây dựng,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A01,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS758030103ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7580301,Kinh tế xây dựng,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D01,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS758030103ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7580301,Kinh tế xây dựng,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D07,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS748020104AĐGNL,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,ĐGNL,Sử dụng điểm thi Đánh giá Năng lực/Đánh giá Tư duy do các đơn vị tổ chức,VNUHCM,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010604AĐGNL,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840106,Khoa học hàng hải,Đại trà,ĐGNL,Sử dụng điểm thi Đánh giá Năng lực/Đánh giá Tư duy do các đơn vị tổ chức,VNUHCM,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS748020104ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A00,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS748020104ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A01,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS748020104ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D01,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS748020104ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D07,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010604ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840106,Khoa học hàng hải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A00,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010604ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840106,Khoa học hàng hải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A01,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010604ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840106,Khoa học hàng hải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D01,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010604ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840106,Khoa học hàng hải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D07,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS748020105AĐGNL,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,ĐGNL,Sử dụng điểm thi Đánh giá Năng lực/Đánh giá Tư duy do các đơn vị tổ chức,VNUHCM,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS748020105ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A00,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS748020105ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A01,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS748020105ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D01,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS748020105ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D07,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS748020106AĐGNL,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,ĐGNL,Sử dụng điểm thi Đánh giá Năng lực/Đánh giá Tư duy do các đơn vị tổ chức,VNUHCM,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS748020106ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A00,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS748020106ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A01,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS748020106ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D01,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS748020106ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D07,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010606ĐGNL,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840106,Khoa học hàng hải,Đại trà,ĐGNL,Sử dụng điểm thi Đánh giá Năng lực/Đánh giá Tư duy do các đơn vị tổ chức,VNUHCM,12000000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010606THPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840106,Khoa học hàng hải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A00,12000000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010606THPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840106,Khoa học hàng hải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A01,12000000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010606THPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840106,Khoa học hàng hải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D01,12000000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010606THPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840106,Khoa học hàng hải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D07,12000000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010607ĐGNL,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840106,Khoa học hàng hải,Đại trà,ĐGNL,Sử dụng điểm thi Đánh giá Năng lực/Đánh giá Tư duy do các đơn vị tổ chức,VNUHCM,12000000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010607THPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840106,Khoa học hàng hải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A00,12000000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010607THPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840106,Khoa học hàng hải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A01,12000000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010607THPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840106,Khoa học hàng hải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D01,12000000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010607THPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840106,Khoa học hàng hải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D07,12000000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010609AĐGNL,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840106,Khoa học hàng hải,Đại trà,ĐGNL,Sử dụng điểm thi Đánh giá Năng lực/Đánh giá Tư duy do các đơn vị tổ chức,VNUHCM,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010609ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840106,Khoa học hàng hải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A00,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010609ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840106,Khoa học hàng hải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,A01,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010609ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840106,Khoa học hàng hải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D01,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS784010609ATHPTQG,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7840106,Khoa học hàng hải,Đại trà,THPTQG,Sử dụng điểm kỳ thi Tốt nghiệp Trung học phổ thông quốc gia,D07,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS7340405AĐGNL,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7340405,Hệ thống thông tin quản lý,Đại trà,ĐGNL,Sử dụng điểm thi Đánh giá Năng lực/Đánh giá Tư duy do các đơn vị tổ chức,VNUHCM,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS7460108AĐGNL,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7460108,Khoa học dữ liệu,Đại trà,ĐGNL,Sử dụng điểm thi Đánh giá Năng lực/Đánh giá Tư duy do các đơn vị tổ chức,VNUHCM,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS7480102AĐGNL,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7480102,Mạng máy tính và truyền thông dữ liệu,Đại trà,ĐGNL,Sử dụng điểm thi Đánh giá Năng lực/Đánh giá Tư duy do các đơn vị tổ chức,VNUHCM,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS7510104AĐGNL,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7510104,Công nghệ kỹ thuật giao thông,Đại trà,ĐGNL,Sử dụng điểm thi Đánh giá Năng lực/Đánh giá Tư duy do các đơn vị tổ chức,VNUHCM,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS7510201AĐGNL,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7510201,Công nghệ kỹ thuật cơ khí,Đại trà,ĐGNL,Sử dụng điểm thi Đánh giá Năng lực/Đánh giá Tư duy do các đơn vị tổ chức,VNUHCM,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS7510205AĐGNL,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7510205,Công nghệ kỹ thuật ô tô,Đại trà,ĐGNL,Sử dụng điểm thi Đánh giá Năng lực/Đánh giá Tư duy do các đơn vị tổ chức,VNUHCM,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
GTS7510303AĐGNL,GTS,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI TP. HỒ CHÍ MINH,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,Đại trà,ĐGNL,Sử dụng điểm thi Đánh giá Năng lực/Đánh giá Tư duy do các đơn vị tổ chức,VNUHCM,29400000,TP. Hồ Chí Minh,Công lập,https://ut.edu.vn/,0,0
