enroll_code,uni_code,uni_name,major_code,major_name,study_program,enroll_type,enroll_type_name,subject_combination,tuition_fee,province,uni_type,uni_web_link
GTS748020101A?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS758030101A?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7580301,Kinh t? xây d?ng,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010101A?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840101,Khai thác v?n t?i,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010401A?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840104,Kinh t? v?n t?i,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS748020101ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS748020101ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS748020101ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D01,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS748020101ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS758030101ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7580301,Kinh t? xây d?ng,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS758030101ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7580301,Kinh t? xây d?ng,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS758030101ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7580301,Kinh t? xây d?ng,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D01,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS758030101ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7580301,Kinh t? xây d?ng,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010101ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840101,Khai thác v?n t?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010101ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840101,Khai thác v?n t?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010101ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840101,Khai thác v?n t?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D01,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010101ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840101,Khai thác v?n t?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010401ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840104,Kinh t? v?n t?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010401ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840104,Kinh t? v?n t?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010401ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840104,Kinh t? v?n t?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D01,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010401ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840104,Kinh t? v?n t?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS748020101E?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,43310000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS748020101ETHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,43310000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS748020101ETHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,43310000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS748020101ETHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D01,43310000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS748020101ETHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,43310000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010402A?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840104,Kinh t? v?n t?i,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010402ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840104,Kinh t? v?n t?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010402ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840104,Kinh t? v?n t?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010402ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840104,Kinh t? v?n t?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D01,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010402ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840104,Kinh t? v?n t?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS758030103A?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7580301,Kinh t? xây d?ng,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS758030103ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7580301,Kinh t? xây d?ng,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS758030103ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7580301,Kinh t? xây d?ng,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS758030103ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7580301,Kinh t? xây d?ng,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D01,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS758030103ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7580301,Kinh t? xây d?ng,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS748020104A?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010604A?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840106,Khoa h?c hàng h?i,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS748020104ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS748020104ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS748020104ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D01,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS748020104ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010604ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840106,Khoa h?c hàng h?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010604ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840106,Khoa h?c hàng h?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010604ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840106,Khoa h?c hàng h?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D01,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010604ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840106,Khoa h?c hàng h?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS748020105A?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS748020105ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS748020105ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS748020105ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D01,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS748020105ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS748020106A?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS748020106ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS748020106ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS748020106ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D01,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS748020106ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480201,Công ngh? thông tin,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010606?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840106,Khoa h?c hàng h?i,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,12000000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010606THPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840106,Khoa h?c hàng h?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,12000000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010606THPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840106,Khoa h?c hàng h?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,12000000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010606THPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840106,Khoa h?c hàng h?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D01,12000000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010606THPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840106,Khoa h?c hàng h?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,12000000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010607?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840106,Khoa h?c hàng h?i,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,12000000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010607THPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840106,Khoa h?c hàng h?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,12000000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010607THPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840106,Khoa h?c hàng h?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,12000000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010607THPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840106,Khoa h?c hàng h?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D01,12000000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010607THPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840106,Khoa h?c hàng h?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,12000000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010609A?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840106,Khoa h?c hàng h?i,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010609ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840106,Khoa h?c hàng h?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A00,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010609ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840106,Khoa h?c hàng h?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,A01,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010609ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840106,Khoa h?c hàng h?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D01,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS784010609ATHPTQG,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7840106,Khoa h?c hàng h?i,??i trà,THPTQG,S? d?ng ?i?m k? thi T?t nghi?p Trung h?c ph? thông qu?c gia,D07,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS7340405A?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7340405,H? th?ng thông tin qu?n lý,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS7460108A?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7460108,Khoa h?c d? li?u,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS7480102A?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7480102,M?ng máy tính và truy?n thông d? li?u,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS7510104A?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7510104,Công ngh? k? thu?t giao thông,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS7510201A?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7510201,Công ngh? k? thu?t c? khí,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS7510205A?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7510205,Công ngh? k? thu?t ô tô,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS7510303A?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7510303,Công ngh? k? thu?t ?i?u khi?n và t? ??ng hóa,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS7510605A?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7510605,Logistics và Qu?n lý chu?i cung ?ng,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS7520103A?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7520103,K? thu?t c? khí,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS7520130A?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7520130,K? thu?t ô tô,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS7520207A?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7520207,K? thu?t ?i?n t? - vi?n thông,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
GTS7520216A?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7520216,K? thu?t ?i?u khi?n và t? ??ng hóa,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,29400000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
