enroll_code,uni_code,uni_name,major_code,major_name,study_program,enroll_type,enroll_type_name,subject_combination,tuition_fee,province,uni_type,uni_web_link
MTU7580201?GNL,MTU,TR??NG ??I H?C XÂY D?NG MI?N TÂY,7580201,K? thu?t xây d?ng,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,13000000,V?nh Long,Công l?p,http://www.mtu.edu.vn/
GTS7580202?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7580202,K? thu?t xây d?ng công trình th?y,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,12000000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
MTU7580202?GNL,MTU,TR??NG ??I H?C XÂY D?NG MI?N TÂY,7580202,K? thu?t xây d?ng công trình th?y,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,13000000,V?nh Long,Công l?p,http://www.mtu.edu.vn/
UTC27580205?GNL,UTC,Phân hi?u Tr??ng ??i h?c GTVT t?i Tp. H? Chí Minh,7580205,K? thu?t xây d?ng công trình giao thông,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,11746000,TP. H? Chí Minh,TP. H? Chí Minh,https://utc2.edu.vn/
IUH7580205?GNL,IUH,TR??NG ??I H?C CÔNG NGHI?P TP. H? CHÍ MINH,7580205,K? thu?t xây d?ng công trình giao thông,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,33500000,TP. H? Chí Minh,Công l?p,http://iuh.edu.vn/
GTS7580205?GNL,GTS,TR??NG ??I H?C GIAO THÔNG V?N T?I TP. H? CHÍ MINH,7580205,K? thu?t xây d?ng công trình giao thông,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,12000000,TP. H? Chí Minh,Công l?p,https://ut.edu.vn/
NTT7580205?GNL,NTT,TR??NG ??I H?C NGUY?N T?T THÀNH,7580205,K? thu?t xây d?ng công trình giao thông,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,33000000,TP. H? Chí Minh,T? th?c,https://ntt.edu.vn/
DVT7580205?GNL,DVT,TR??NG ??I H?C TRÀ VINH,7580205,K? thu?t xây d?ng công trình giao thông,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,20000000,Trà Vinh,Công l?p,https://www.tvu.edu.vn/
MTU7580205?GNL,MTU,TR??NG ??I H?C XÂY D?NG MI?N TÂY,7580205,K? thu?t xây d?ng công trình giao thông,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,13000000,V?nh Long,Công l?p,http://www.mtu.edu.vn/
DTM7580213?GNL,DTM,TR??NG ??I H?C TÀI NGUYÊN VÀ MÔI TR??NG TP. H? CHÍ MINH,7580213,K? thu?t c?p thoát n??c,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,16400000,TP. H? Chí Minh,Công l?p,http://www.hcmunre.edu.vn/
MTU7580213?GNL,MTU,TR??NG ??I H?C XÂY D?NG MI?N TÂY,7580213,K? thu?t c?p thoát n??c,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,13000000,V?nh Long,Công l?p,http://www.mtu.edu.vn/
DKC7580302?GNL,DKC,TR??NG ??I H?C CÔNG NGH? TP. H? CHÍ MINH,7580302,Qu?n lý xây d?ng,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,16500000,TP. H? Chí Minh,T? th?c,https://www.hutech.edu.vn/
IUH7580302?GNL,IUH,TR??NG ??I H?C CÔNG NGHI?P TP. H? CHÍ MINH,7580302,Qu?n lý xây d?ng,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,33500000,TP. H? Chí Minh,Công l?p,http://iuh.edu.vn/
QSQ7580302?GNL,QSQ,TR??NG ??I H?C QU?C T? - ??I H?C QU?C GIA TP. H? CHÍ MINH,7580302,Qu?n lý xây d?ng,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,45000000,TP. H? Chí Minh,Công l?p,https://hcmiu.edu.vn/
DVL7580302?GNL,DVL,TR??NG ??I H?C V?N LANG,7580302,Qu?n lý xây d?ng,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,50000000,TP. H? Chí Minh,T? th?c,https://www.vanlanguni.edu.vn/
DVT7620101?GNL,DVT,TR??NG ??I H?C TRÀ VINH,7620101,Nông nghi?p,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,20000000,Trà Vinh,Công l?p,https://www.tvu.edu.vn/
QSA7620105?GNL,QSA,TR??NG ??I H?C AN GIANG - ??I H?C QU?C GIA TP. H? CHÍ MINH,7620105,Ch?n nuôi,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,16400000,An Giang,Công l?p,https://www.agu.edu.vn/
DBL7620105?GNL,DBL,TR??NG ??I H?C B?C LIÊU,7620105,Ch?n nuôi,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,9000000,B?c Liêu,Công l?p,https://blu.edu.vn/
TKG7620105?GNL,TKG,TR??NG ??I H?C KIÊN GIANG,7620105,Ch?n nuôi,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,15160000,Kiên Giang,Công l?p,https://www.vnkgu.edu.vn/
VNUF27620105?GNL,VNUF,Tr??ng ??i h?c Lâm nghi?p Phân hi?u ??ng Nai,7620105,Ch?n nuôi,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,11000000,??ng Nai,TP. H? Chí Minh,https://vnuf2.edu.vn/vi/
NLS7620105?GNL,NLS,TR??NG ??I H?C NÔNG LÂM TP. H? CHÍ MINH,7620105,Ch?n nuôi,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,13500000,TP. H? Chí Minh,Công l?p,https://www.hcmuaf.edu.vn/
TTG7620105?GNL,TTG,TR??NG ??I H?C TI?N GIANG,7620105,Ch?n nuôi,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,15675000,Ti?n Giang,Công l?p,http://www.tgu.edu.vn/
SPD7620109?GNL,SPD,TR??NG ??I H?C ??NG THÁP,7620109,Nông h?c,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,18375000,??ng Tháp,Công l?p,https://www.dthu.edu.vn/
NLS7620109?GNL,NLS,TR??NG ??I H?C NÔNG LÂM TP. H? CHÍ MINH,7620109,Nông h?c,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,13500000,TP. H? Chí Minh,Công l?p,https://www.hcmuaf.edu.vn/
QSA7620110?GNL,QSA,TR??NG ??I H?C AN GIANG - ??I H?C QU?C GIA TP. H? CHÍ MINH,7620110,Khoa h?c cây tr?ng,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,16400000,An Giang,Công l?p,https://www.agu.edu.vn/
TKG7620110?GNL,TKG,TR??NG ??I H?C KIÊN GIANG,7620110,Khoa h?c cây tr?ng,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,15160000,Kiên Giang,Công l?p,https://www.vnkgu.edu.vn/
QSA7620112?GNL,QSA,TR??NG ??I H?C AN GIANG - ??I H?C QU?C GIA TP. H? CHÍ MINH,7620112,B?o v? th?c v?t,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,16400000,An Giang,Công l?p,https://www.agu.edu.vn/
DBL7620112?GNL,DBL,TR??NG ??I H?C B?C LIÊU,7620112,B?o v? th?c v?t,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,9000000,B?c Liêu,Công l?p,https://blu.edu.vn/
VNUF27620112?GNL,VNUF,Tr??ng ??i h?c Lâm nghi?p Phân hi?u ??ng Nai,7620112,B?o v? th?c v?t,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,11000000,??ng Nai,TP. H? Chí Minh,https://vnuf2.edu.vn/vi/
NLS7620112?GNL,NLS,TR??NG ??I H?C NÔNG LÂM TP. H? CHÍ MINH,7620112,B?o v? th?c v?t,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,11858000,TP. H? Chí Minh,Công l?p,https://www.hcmuaf.edu.vn/
TTG7620112?GNL,TTG,TR??NG ??I H?C TI?N GIANG,7620112,B?o v? th?c v?t,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,15675000,Ti?n Giang,Công l?p,http://www.tgu.edu.vn/
DVT7620112?GNL,DVT,TR??NG ??I H?C TRÀ VINH,7620112,B?o v? th?c v?t,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,20000000,Trà Vinh,Công l?p,https://www.tvu.edu.vn/
KSA7620114?GNL,KSA,??I H?C KINH T? TP. H? CHÍ MINH,7620114,Kinh doanh nông nghi?p,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,35000000,TP. H? Chí Minh,Công l?p,https://www.ueh.edu.vn/
TKG7620114?GNL,TKG,TR??NG ??I H?C KIÊN GIANG,7620114,Kinh doanh nông nghi?p,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,15160000,Kiên Giang,Công l?p,https://www.vnkgu.edu.vn/
NLS7620114?GNL,NLS,TR??NG ??I H?C NÔNG LÂM TP. H? CHÍ MINH,7620114,Kinh doanh nông nghi?p,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,11858000,TP. H? Chí Minh,Công l?p,https://www.hcmuaf.edu.vn/
QSA7620116?GNL,QSA,TR??NG ??I H?C AN GIANG - ??I H?C QU?C GIA TP. H? CHÍ MINH,7620116,Phát tri?n nông thôn,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,16400000,An Giang,Công l?p,https://www.agu.edu.vn/
NLS7620116?GNL,NLS,TR??NG ??I H?C NÔNG LÂM TP. H? CHÍ MINH,7620116,Phát tri?n nông thôn,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,11858000,TP. H? Chí Minh,Công l?p,https://www.hcmuaf.edu.vn/
DVL7620118?GNL,DVL,TR??NG ??I H?C V?N LANG,7620118,Nông nghi?p công ngh? cao,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,50000000,TP. H? Chí Minh,T? th?c,https://www.vanlanguni.edu.vn/
NLS7620201?GNL,NLS,TR??NG ??I H?C NÔNG LÂM TP. H? CHÍ MINH,7620201,Lâm h?c,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,11858000,TP. H? Chí Minh,Công l?p,https://www.hcmuaf.edu.vn/
NLS7620202?GNL,NLS,TR??NG ??I H?C NÔNG LÂM TP. H? CHÍ MINH,7620202,Lâm nghi?p ?ô th?,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,11858000,TP. H? Chí Minh,Công l?p,https://www.hcmuaf.edu.vn/
VNUF27620211?GNL,VNUF,Tr??ng ??i h?c Lâm nghi?p Phân hi?u ??ng Nai,7620211,Qu?n lý tài nguyên r?ng,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,11000000,??ng Nai,TP. H? Chí Minh,https://vnuf2.edu.vn/vi/
NLS7620211?GNL,NLS,TR??NG ??I H?C NÔNG LÂM TP. H? CHÍ MINH,7620211,Qu?n lý tài nguyên r?ng,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,11858000,TP. H? Chí Minh,Công l?p,https://www.hcmuaf.edu.vn/
QSA7620301?GNL,QSA,TR??NG ??I H?C AN GIANG - ??I H?C QU?C GIA TP. H? CHÍ MINH,7620301,Nuôi tr?ng th?y s?n,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,16400000,An Giang,Công l?p,https://www.agu.edu.vn/
DBL7620301?GNL,DBL,TR??NG ??I H?C B?C LIÊU,7620301,Nuôi tr?ng th?y s?n,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,9000000,B?c Liêu,Công l?p,https://blu.edu.vn/
SPD7620301?GNL,SPD,TR??NG ??I H?C ??NG THÁP,7620301,Nuôi tr?ng th?y s?n,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,18375000,??ng Tháp,Công l?p,https://www.dthu.edu.vn/
TKG7620301?GNL,TKG,TR??NG ??I H?C KIÊN GIANG,7620301,Nuôi tr?ng th?y s?n,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,15160000,Kiên Giang,Công l?p,https://www.vnkgu.edu.vn/
NLS7620301?GNL,NLS,TR??NG ??I H?C NÔNG LÂM TP. H? CHÍ MINH,7620301,Nuôi tr?ng th?y s?n,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,11858000,TP. H? Chí Minh,Công l?p,https://www.hcmuaf.edu.vn/
DTD7620301?GNL,DTD,TR??NG ??I H?C TÂY ?Ô,7620301,Nuôi tr?ng th?y s?n,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,8550000,C?n Th?,T? th?c,https://tdu.edu.vn/
TTG7620301?GNL,TTG,TR??NG ??I H?C TI?N GIANG,7620301,Nuôi tr?ng th?y s?n,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,15675000,Ti?n Giang,Công l?p,http://www.tgu.edu.vn/
DVT7620301?GNL,DVT,TR??NG ??I H?C TRÀ VINH,7620301,Nuôi tr?ng th?y s?n,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,20000000,Trà Vinh,Công l?p,https://www.tvu.edu.vn/
QSA7640101?GNL,QSA,TR??NG ??I H?C AN GIANG - ??I H?C QU?C GIA TP. H? CHÍ MINH,7640101,Thú y,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,15000000,An Giang,Công l?p,https://www.agu.edu.vn/
DMD7640101?GNL,DMD,TR??NG ??I H?C CÔNG NGH? MI?N ?ÔNG,7640101,Thú y,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,24600000,??ng Nai,T? th?c,https://www.mut.edu.vn/
DKC7640101?GNL,DKC,TR??NG ??I H?C CÔNG NGH? TP. H? CHÍ MINH,7640101,Thú y,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,16500000,TP. H? Chí Minh,T? th?c,https://www.hutech.edu.vn/
VNUF27640101?GNL,VNUF,Tr??ng ??i h?c Lâm nghi?p Phân hi?u ??ng Nai,7640101,Thú y,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,11000000,??ng Nai,TP. H? Chí Minh,https://vnuf2.edu.vn/vi/
NTT7640101?GNL,NTT,TR??NG ??I H?C NGUY?N T?T THÀNH,7640101,Thú y,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,43000000,TP. H? Chí Minh,T? th?c,https://ntt.edu.vn/
NLS7640101?GNL,NLS,TR??NG ??I H?C NÔNG LÂM TP. H? CHÍ MINH,7640101,Thú y,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,14157000,TP. H? Chí Minh,Công l?p,https://www.hcmuaf.edu.vn/
NLS7640101_TT?GNL,NLS,TR??NG ??I H?C NÔNG LÂM TP. H? CHÍ MINH,7640101,Thú y,Tiên ti?n,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,39000000,TP. H? Chí Minh,Công l?p,https://www.hcmuaf.edu.vn/
DVT7640101?GNL,DVT,TR??NG ??I H?C TRÀ VINH,7640101,Thú y,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,20000000,Trà Vinh,Công l?p,https://www.tvu.edu.vn/
QSY7720101?GNL,QSY,"TR??NG ??I H?C KHOA H?C S?C KH?E, ?HQG-HCM",7720101,Y khoa,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,70000000,TP. H? Chí Minh,Công l?p,https://www.uhsvnu.edu.vn/
DNC7720101?GNL,DNC,TR??NG ??I H?C NAM C?N TH?,7720101,Y khoa,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,92550000,C?n Th?,T? th?c,https://nctu.edu.vn/
NTT7720101?GNL,NTT,TR??NG ??I H?C NGUY?N T?T THÀNH,7720101,Y khoa,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,152000000,TP. H? Chí Minh,T? th?c,https://ntt.edu.vn/
HIU7720101?GNL,HIU,TR??NG ??I H?C QU?C T? H?NG BÀNG,7720101,Y khoa,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,180000000,TP. H? Chí Minh,T? th?c,https://hiu.vn/
DVT7720101?GNL,DVT,TR??NG ??I H?C TRÀ VINH,7720101,Y khoa,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,44280000,Trà Vinh,Công l?p,https://www.tvu.edu.vn/
DVL7720101?GNL,DVL,TR??NG ??I H?C V?N LANG,7720101,Y khoa,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,50000000,TP. H? Chí Minh,T? th?c,https://www.vanlanguni.edu.vn/
DNC7720110?GNL,DNC,TR??NG ??I H?C NAM C?N TH?,7720110,Y h?c d? phòng,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,57150000,C?n Th?,T? th?c,https://nctu.edu.vn/
NTT7720110?GNL,NTT,TR??NG ??I H?C NGUY?N T?T THÀNH,7720110,Y h?c d? phòng,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,51000000,TP. H? Chí Minh,T? th?c,https://ntt.edu.vn/
DVT7720110?GNL,DVT,TR??NG ??I H?C TRÀ VINH,7720110,Y h?c d? phòng,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,40600000,Trà Vinh,Công l?p,https://www.tvu.edu.vn/
QSY7720115?GNL,QSY,"TR??NG ??I H?C KHOA H?C S?C KH?E, ?HQG-HCM",7720115,Y h?c c? truy?n,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,70000000,TP. H? Chí Minh,Công l?p,https://www.uhsvnu.edu.vn/
NTT7720115?GNL,NTT,TR??NG ??I H?C NGUY?N T?T THÀNH,7720115,Y h?c c? truy?n,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,54000000,TP. H? Chí Minh,T? th?c,https://ntt.edu.vn/
HIU7720115?GNL,HIU,TR??NG ??I H?C QU?C T? H?NG BÀNG,7720115,Y h?c c? truy?n,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,55000000,TP. H? Chí Minh,T? th?c,https://hiu.vn/
DMD7720201?GNL,DMD,TR??NG ??I H?C CÔNG NGH? MI?N ?ÔNG,7720201,D??c h?c,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,25400000,??ng Nai,T? th?c,https://www.mut.edu.vn/
DKC7720201?GNL,DKC,TR??NG ??I H?C CÔNG NGH? TP. H? CHÍ MINH,7720201,D??c h?c,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,20000000,TP. H? Chí Minh,T? th?c,https://www.hutech.edu.vn/
IUH7720201?GNL,IUH,TR??NG ??I H?C CÔNG NGHI?P TP. H? CHÍ MINH,7720201,D??c h?c,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,53580000,TP. H? Chí Minh,Công l?p,http://iuh.edu.vn/
QSY7720201?GNL,QSY,"TR??NG ??I H?C KHOA H?C S?C KH?E, ?HQG-HCM",7720201,D??c h?c,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,70000000,TP. H? Chí Minh,Công l?p,https://www.uhsvnu.edu.vn/
DKB7720201?GNL,DKB,TR??NG ??I H?C KINH T? - K? THU?T BÌNH D??NG,7720201,D??c h?c,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,41900000,Bình D??ng,T? th?c,https://ktkt.edu.vn/
DLH7720201?GNL,DLH,TR??NG ??I H?C L?C H?NG,7720201,D??c h?c,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,47000000,??ng Nai,T? th?c,https://lhu.edu.vn/
DNC7720201?GNL,DNC,TR??NG ??I H?C NAM C?N TH?,7720201,D??c h?c,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,54150000,C?n Th?,T? th?c,https://nctu.edu.vn/
NTT7720201?GNL,NTT,TR??NG ??I H?C NGUY?N T?T THÀNH,7720201,D??c h?c,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,52000000,TP. H? Chí Minh,T? th?c,https://ntt.edu.vn/
DVT7720201?GNL,DVT,TR??NG ??I H?C TRÀ VINH,7720201,D??c h?c,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,38500000,Trà Vinh,Công l?p,https://www.tvu.edu.vn/
DVL7720201?GNL,DVL,TR??NG ??I H?C V?N LANG,7720201,D??c h?c,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,50000000,TP. H? Chí Minh,T? th?c,https://www.vanlanguni.edu.vn/
DBD7720203?GNL,DBD,TR??NG ??I H?C BÌNH D??NG,7720203,Hóa d??c,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,19308016,Bình D??ng,T? th?c,https://www.bdu.edu.vn/
NTT7720203?GNL,NTT,TR??NG ??I H?C NGUY?N T?T THÀNH,7720203,Hóa d??c,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,36000000,TP. H? Chí Minh,T? th?c,https://ntt.edu.vn/
DVT7720203?GNL,DVT,TR??NG ??I H?C TRÀ VINH,7720203,Hóa d??c,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,27000000,Trà Vinh,Công l?p,https://www.tvu.edu.vn/
DKC7720301?GNL,DKC,TR??NG ??I H?C CÔNG NGH? TP. H? CHÍ MINH,7720301,?i?u d??ng,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,16500000,TP. H? Chí Minh,T? th?c,https://www.hutech.edu.vn/
DCG7720301?GNL,DCG,TR??NG ??I H?C GIA ??NH,7720301,?i?u d??ng,??i trà,?GNL,S? d?ng ?i?m thi ?ánh giá N?ng l?c/?ánh giá T? duy do các ??n v? t? ch?c,VNUHCM,40000000,TP. H? Chí Minh,T? th?c,https://giadinh.edu.vn/
