admission_code,uni_code,uni_name,major_code,major_name,study_program,admission_type,admission_type_name,subject_combination,tuition_fee,province,uni_type,uni_web_link
QSA-7140201-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7140201,Giáo dục Mầm non,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,14100000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7140205-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7140205,Giáo dục Chính trị,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,14100000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7140202-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7140202,Giáo dục Tiểu học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,14100000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7140209-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7140209,Sư phạm Toán học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,14100000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7140211-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7140211,Sư phạm Vật lý,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,14100000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7140212-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7140212,Sư phạm Hóa học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,14100000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7140217-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7140217,Sư phạm Ngữ văn,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,14100000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7140218-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7140218,Sư phạm Lịch sử,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,14100000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7140219-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7140219,Sư phạm Địa lý,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,14100000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7140231-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7140231,Sư phạm Tiếng Anh,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,14100000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7140213-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7140213,Sư phạm Sinh học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,14100000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7140247-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7140247,Sư phạm Khoa học tự nhiên,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,14100000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7340101-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7340101,Quản trị kinh doanh,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,14100000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7340115-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7340115,Marketing,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,14100000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7340201-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7340201,Tài chính - Ngân hàng,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,14100000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7340301-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7340301,Kế toán,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,14100000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7380101-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7380101,Luật,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,14100000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7420201-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7420201,Công nghệ sinh học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,15200000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7480103-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7480103,Kỹ thuật phần mềm,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,16400000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7480201-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,16400000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7510406-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7510406,Công nghệ kỹ thuật môi trường,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,16400000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7510401-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7510401,Công nghệ kỹ thuật hóa học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,16400000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7540101-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7540101,Công nghệ thực phẩm,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,16400000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7540104-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7540104,Công nghệ sau thu hoạch,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,16400000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7540106-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7540106,Đảm bảo chất lượng và an toàn thực phẩm,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,16400000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7620105-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7620105,Chăn nuôi,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,16400000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7620110-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7620110,Khoa học cây trồng,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,16400000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7620112-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7620112,Bảo vệ thực vật,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,16400000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7620116-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7620116,Phát triển nông thôn,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,16400000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7620301-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7620301,Nuôi trồng thủy sản,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,16400000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7310106-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7310106,Kinh tế quốc tế,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,15000000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7310630-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7310630,Việt Nam học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,15000000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7220201-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7220201,Ngôn ngữ Anh,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,15000000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7229030-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7229030,Văn học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,15000000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7229001-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7229001,Triết học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,15000000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7850101-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7850101,Quản lý tài nguyên và môi trường,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,15000000,An Giang,Công lập,https://www.agu.edu.vn/
QSA-7640101-TUYỂN THẲNG,QSA,TRƯỜNG ĐẠI HỌC AN GIANG - ĐẠI HỌC QUỐC GIA TP. HỒ CHÍ MINH,7640101,Thú y,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,15000000,An Giang,Công lập,https://www.agu.edu.vn/
IUH-7510406-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7510406,Công nghệ kỹ thuật môi trường,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7210404-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7210404,Thiết kế thời trang,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,32850000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7220201-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7220201,Ngôn ngữ Anh,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,32850000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7340101-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7340101,Quản trị kinh doanh,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,32850000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7340101C-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7340101C,Quản trị kinh doanh,Chương trình tăng cường tiếng anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,32850000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7340115-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7340115,Marketing,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,32850000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7340115C-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7340115C,Marketing,Chương trình tăng cường tiếng anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,32850000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7340120-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7340120,Kinh doanh quốc tế,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,32850000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7340120C-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7340120C,Kinh doanh quốc tế,Chương trình tăng cường tiếng anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,32850000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7340122-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7340122,Thương mại điện tử,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,32850000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7340122C-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7340122C,Thương mại điện tử,Chương trình tăng cường tiếng anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,32850000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7340201-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7340201,Tài chính - Ngân hàng,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,32850000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7340201C-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7340201C,Tài chính - Ngân hàng,Chương trình tăng cường tiếng anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,32850000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7340301-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7340301,Kế toán,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,32850000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7340301C-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7340301C,Kế toán,Chương trình tăng cường tiếng anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,32850000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7340301Q-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7340301Q,Kế toán,Tích hợp chứng chỉ quốc tế Advanced Diploma in Accounting & Business của Hiệp hội Kế toán công chứng Anh (ACCA),UTXT,Sử dụng phương thức tuyển thẳng,UTXT,32850000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7340302-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7340302,Kiểm toán,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,32850000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7340302C-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7340302C,Kiểm toán,Chương trình tăng cường tiếng anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,32850000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7340302Q-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7340302Q,Kiểm toán,Tích hợp chứng chỉ quốc tế Advanced Diploma in Accounting & Business của Hiệp hội Kế toán công chứng Anh (ACCA),UTXT,Sử dụng phương thức tuyển thẳng,UTXT,32850000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7380107-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7380107,Luật kinh tế,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,32850000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7380107C-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7380107C,Luật kinh tế,Chương trình tăng cường tiếng anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,32850000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7380108-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7380108,Luật quốc tế,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,32850000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7380108C-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7380108C,Luật quốc tế,Chương trình tăng cường tiếng anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,32850000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7420201-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7420201,Công nghệ sinh học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7420201C-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7420201C,Công nghệ sinh học,Chương trình tăng cường tiếng anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7460108-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7460108,Khoa học dữ liệu,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7480108-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7480108,Công nghệ kỹ thuật máy tính,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7480108C-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7480108C,Công nghệ kỹ thuật máy tính,Chương trình tăng cường tiếng anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7480201-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7480201,Công nghệ thông tin,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7480201C-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7480201C,Công nghệ thông tin,Chương trình tăng cường tiếng anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7510201-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7510201,Công nghệ kỹ thuật cơ khí,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7510201C-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7510201C,Công nghệ kỹ thuật cơ khí,Chương trình tăng cường tiếng anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7510202-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7510202,Công nghệ chế tạo máy,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7510202C-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7510202C,Công nghệ chế tạo máy,Chương trình tăng cường tiếng anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7510203-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7510203,Công nghệ kỹ thuật cơ điện tử,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7510203C-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7510203C,Công nghệ kỹ thuật cơ điện tử,Chương trình tăng cường tiếng anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7510205-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7510205,Công nghệ kỹ thuật ô tô,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7510205C-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7510205C,Công nghệ kỹ thuật ô tô,Chương trình tăng cường tiếng anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7510206-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7510206,Công nghệ kỹ thuật nhiệt,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7510206C-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7510206C,Công nghệ kỹ thuật nhiệt,Chương trình tăng cường tiếng anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7510301-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7510301,"Công nghệ kỹ thuật điện, điện tử",Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7510301C-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7510301C,"Công nghệ kỹ thuật điện, điện tử",Chương trình tăng cường tiếng anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7510302-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7510302,Công nghệ kỹ thuật điện tử - viễn thông,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7510302C-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7510302C,Công nghệ kỹ thuật điện tử - viễn thông,Chương trình tăng cường tiếng anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7510303-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7510303C-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7510303C,Công nghệ kỹ thuật điều khiển và tự động hóa,Chương trình tăng cường tiếng anh,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
IUH-7510401-TUYỂN THẲNG,IUH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH,7510401,Công nghệ kỹ thuật hóa học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33500000,TP. Hồ Chí Minh,Công lập,http://iuh.edu.vn/
