admission_code,uni_code,uni_name,major_code,major_name,study_program,admission_type,admission_type_name,subject_combination,tuition_fee,province,uni_type,uni_web_link
TDM-7340101-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7340101,Quản trị kinh doanh,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,23265000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7340115-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7340115,Marketing,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,23265000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7340301-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7340301,Kế toán,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,23265000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7340302-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7340302,Kiểm toán,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,23265000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7340122-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7340122,Thương mại điện tử,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,23265000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7340201-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7340201,Tài chính - Ngân hàng,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,23265000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7510605-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7510605,Logistics và Quản lý chuỗi cung ứng,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,23265000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7480201-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7480201,Công nghệ thông tin,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,27060000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7480103-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7480103,Kỹ thuật phần mềm,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,27060000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7520201-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7520201,Kỹ thuật điện,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,27060000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7520216-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7520216,Kỹ thuật điều khiển và tự động hóa,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,27060000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7520114-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7520114,Kỹ thuật cơ điện tử,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,27060000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7510205-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7510205,Công nghệ kỹ thuật ô tô,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,27060000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7580201-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7580201,Kỹ thuật xây dựng,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,27060000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7580101-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7580101,Kiến trúc,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,27060000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7810101-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7810101,Du lịch,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,24750000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7220201-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7220201,Ngôn ngữ Anh,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,24750000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7220204-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7220204,Ngôn ngữ Trung Quốc,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,24750000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7380101-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7380101,Luật,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,23265000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7310205-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7310205,Quản lý nhà nước,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,23265000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7310206-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7310206,Quan hệ quốc tế,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,24750000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7850101-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7850101,Quản lý tài nguyên và môi trường,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,24750000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7420201-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7420201,Công nghệ sinh học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,27060000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7760101-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7760101,Công tác xã hội,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,24750000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7310401-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7310401,Tâm lý học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,24750000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7440112-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7440112,Hóa học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,25080000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7460101-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7460101,Toán học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,25080000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7210403-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7210403,Thiết kế đồ họa,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,27060000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7540101-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7540101,Công nghệ thực phẩm,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,27060000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7850103-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7850103,Quản lý đất đai,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,23265000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7520320-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7520320,Kỹ thuật môi trường,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,24750000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7220210-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7220210,Ngôn ngữ Hàn Quốc,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,24750000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7320104-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7320104,Truyền thông đa phương tiện,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,24750000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7510601-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7510601,Quản lý công nghiệp,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,23265000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7210201-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7210201,Âm nhạc học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,22275000,Bình Dương,Công lập,https://tdmu.edu.vn/
TDM-7140101-TUYỂN THẲNG,TDM,TRƯỜNG ĐẠI HỌC THỦ DẦU MỘT,7140101,Giáo dục học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,23265000,Bình Dương,Công lập,https://tdmu.edu.vn/
TCT-7140201-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7140201,Giáo dục Mầm non,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,19400000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7140202-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7140202,Giáo dục Tiểu học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,19400000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7140204-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7140204,Giáo dục Công dân,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,19400000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7140206-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7140206,Giáo dục Thể chất,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,19400000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7140209-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7140209,Sư phạm Toán học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,19400000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7140211-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7140211,Sư phạm Vật lý,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,19400000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7140212-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7140212,Sư phạm Hóa học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,19400000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7140213-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7140213,Sư phạm Sinh học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,19400000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7140217-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7140217,Sư phạm Ngữ văn,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,19400000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7140218-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7140218,Sư phạm Lịch sử,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,19400000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7140219-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7140219,Sư phạm Địa lý,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,19400000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7140231-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7140231,Sư phạm Tiếng Anh,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,19400000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7140233-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7140233,Sư phạm Tiếng Pháp,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,19400000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7140247-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7140247,Sư phạm Khoa học tự nhiên,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,19400000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7220201-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7220201,Ngôn ngữ Anh,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,20000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7220201_CLC-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7220201_CLC,Ngôn ngữ Anh,Chất lượng cao,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,36000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7220203-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7220203,Ngôn ngữ Pháp,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,20000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7229001-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7229001,Triết học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,20100000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7229030-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7229030,Văn học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,20000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7310101-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7310101,Kinh tế,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,20000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7310201-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7310201,Chính trị học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,20100000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7310301-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7310301,Xã hội học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,20000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7320101-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7320101,Báo chí,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,20000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7320104-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7320104,Truyền thông đa phương tiện,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,20400000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7320201-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7320201,Thông tin - Thư viện,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,20000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7340101-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7340101,Quản trị kinh doanh,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,20000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7340101_CLC-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7340101_CLC,Quản trị kinh doanh,Chất lượng cao,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7340115-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7340115,Marketing,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,20000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7340120-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7340120,Kinh doanh quốc tế,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,20000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7340120_CLC-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7340120_CLC,Kinh doanh quốc tế,Chất lượng cao,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,36000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7340121-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7340121,Kinh doanh thương mại,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,20000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7340201-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7340201,Tài chính - Ngân hàng,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,20000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7340201_CLC-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7340201_CLC,Tài chính - Ngân hàng,Chất lượng cao,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7340301-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7340301,Kế toán,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,20000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7340302-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7340302,Kiểm toán,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,20000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7380101-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7380101,Luật,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,20000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7380107-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7380107,Luật kinh tế,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,20000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7420101-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7420101,Sinh học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,20500000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7420201-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7420201,Công nghệ sinh học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,20500000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7420201_TT-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7420201_TT,Công nghệ sinh học,Chương trình tiên tiến,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,36000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7420203-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7420203,Sinh học ứng dụng,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,20900000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7440112-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7440112,Hóa học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,20500000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7440301-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7440301,Khoa học môi trường,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,20900000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7460112-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7460112,Toán ứng dụng,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,22200000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7460201-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7460201,Thống kê,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,22200000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7480101-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7480101,Khoa học máy tính,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,22700000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7480102-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7480102,Mạng máy tính và truyền thông dữ liệu,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,22700000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7480103-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7480103,Kỹ thuật phần mềm,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,22700000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7480103_CLC-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7480103_CLC,Kỹ thuật phần mềm,Chất lượng cao,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7480104-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7480104,Hệ thống thông tin,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,22700000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7480104_CLC-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7480104_CLC,Hệ thống thông tin,Chất lượng cao,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,33000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7480106-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7480106,Kỹ thuật máy tính,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,22700000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7480201-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7480201,Công nghệ thông tin,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,22700000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7480201_CLC-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7480201_CLC,Công nghệ thông tin,Chất lượng cao,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,36000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7480202-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7480202,An toàn thông tin,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,22700000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7510401-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7510401,Công nghệ kỹ thuật hóa học,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,22700000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7510401_CLC-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7510401_CLC,Công nghệ kỹ thuật hóa học,Chất lượng cao,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,36000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7510601-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7510601,Quản lý công nghiệp,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,22700000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7510605-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7510605,Logistics và Quản lý chuỗi cung ứng,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,22200000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7520103-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7520103,Kỹ thuật cơ khí,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,22700000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7520114-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7520114,Kỹ thuật cơ điện tử,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,22700000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7520130-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7520130,Kỹ thuật ô tô,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,22700000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7520201-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7520201,Kỹ thuật điện,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,22700000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7520201_CLC-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7520201_CLC,Kỹ thuật điện,Chất lượng cao,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,36000000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7520207-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7520207,Kỹ thuật điện tử - viễn thông,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,22700000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
TCT-7520212-TUYỂN THẲNG,TCT,TRƯỜNG ĐẠI HỌC CẦN THƠ,7520212,Kỹ thuật y sinh,Đại trà,UTXT,Sử dụng phương thức tuyển thẳng,UTXT,22700000,Cần Thơ,Công lập,https://www.ctu.edu.vn/
